id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
223,1.276821374153433E18,0.4,0.85,0.3,3.3,0.08,0.15,0.04463418481349645,0.22317092406748226
224,1.276821374153433E18,0.4,0.85,0.2,3.3,0.065,0.15,0.04384101894775744,0.2192050947387872
225,1.276821374153433E18,0.4,0.85,0.2,3.3,0.095,0.35,0.06446351701093803,0.3223175850546901
226,1.276821374153433E18,0.4,0.75,0.2,3.4,0.06,0.15,0.1396148468968641,0.6980742344843205
227,1.276821374153433E18,0.4,0.85,0.2,3.4,0.085,0.1,0.04713884633284313,0.23569423166421566
228,1.276821374153433E18,0.4,0.85,0.2,3.3,0.08,0.1,0.04713884633284313,0.23569423166421566
229,1.276821374153433E18,0.4,0.85,0.2,3.4,0.08,0.1,0.04713884633284313,0.23569423166421566
230,1.276821374153433E18,0.4,0.85,0.2,7.2,0.09,0.15,0.04442883529213885,0.22214417646069423
231,1.276821374153433E18,0.4,0.85,0.2,3.4,0.09,0.3,0.05551683940458496,0.2775841970229248
232,1.276821374153433E18,0.4,0.9,0.2,3.4,0.09,0.15,0.05940752307999273,0.29703761539996365
233,1.276821374153433E18,0.4,0.9,0.2,3.4,0.06,0.15,0.05940752307999273,0.29703761539996365
234,1.276821374153433E18,0.2,0.85,0.2,3.3,0.08,0.15,0.0836348801071099,0.4181744005355495
235,1.276821374153433E18,0.4,0.85,0.2,3.3,0.06,0.45,0.08491735752219362,0.42458678761096813
236,1.276821374153433E18,0.4,0.85,0.2,9.4,0.06,0.15,0.04442883529213885,0.22214417646069423
237,1.276821374153433E18,0.4,0.85,0.2,3.3,0.055,0.15,0.04384101894775744,0.2192050947387872
238,1.276821374153433E18,0.4,0.85,0.2,3.4,0.055,0.15,0.04384101894775744,0.2192050947387872
239,1.276821374153433E18,0.4,0.85,0.2,9.9,0.055,0.15,0.04475147455655533,0.22375737278277663
240,1.276821374153433E18,0.4,0.85,0.2,3.4,0.045,0.15,0.04384101894775744,0.2192050947387872
241,1.276821374153433E18,0.3,0.85,0.2,3.4,0.085,0.15,0.05239978172525769,0.26199890862628844
242,1.276821374153433E18,0.4,0.7,0.2,3.3,0.095,0.15,0.19664637007027172,0.9832318503513586
243,1.276821374153433E18,0.4,0.7,0.2,3.4,0.06,0.15,0.19664637007027172,0.9832318503513586
244,1.276821374153433E18,0.4,0.85,0.2,6.5,0.06,0.15,0.044130375361738784,0.22065187680869391
245,1.276821374153433E18,0.35,0.85,0.2,3.3,0.08,0.15,0.04634719066514989,0.23173595332574945
246,1.276821374153433E18,0.35,0.85,0.2,3.4,0.06,0.15,0.04634719066514989,0.23173595332574945
