id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,toxicity_per_straw_unit,solar_rad_threshold,max_diffuse_bonus,max_light_limit,steepness_factor,max_water_capacity,lateral_leakage_coefficient,water_excess_coefficient,error_yield,error_pesticide,error_fertilizer,error_water,fitness
46,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.049,0.14,0.05379668509535899,0.04934237950392062,0.1972895903024307,0.26226218566509385,0.7778775809482401
47,5.634146725104134E18,0.69,0.6,0.08,0.011,10.3,0.32,20.6,3.4,83.0,0.006,0.33,0.1100481442396034,0.14869756702096634,0.1972895903024307,0.0792095826297423,0.9754374611511563
48,5.634146725104134E18,0.68,0.4,0.08,0.011,10.5,0.12,20.6,3.4,83.0,0.049,0.14,0.07287962983254083,0.06496049468382525,0.1972895903024307,0.26226218566509385,0.8889104198140539
49,5.634146725104134E18,0.68,0.6,0.03,0.004,14.1,0.32,21.5,4.8,80.0,0.04,0.37,0.044005333380494366,0.12580524555955372,0.1972895903024307,0.22258332969986086,0.7657048324643171
50,5.634146725104134E18,0.68,0.6,0.08,0.011,10.5,0.32,21.5,4.8,80.0,0.04,0.37,0.1314995163379932,0.14869756702096634,0.1972895903024307,0.22258332969986086,1.226068068713224
51,5.634146725104134E18,0.68,0.4,0.03,0.004,14.1,0.12,21.5,4.8,80.0,0.04,0.37,0.04868715881322367,0.3086274506641586,0.1972895903024307,0.22258332969986086,0.9719361647325685
52,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.04,0.37,0.04983203452201124,0.04934237950392062,0.1972895903024307,0.22258332969986086,0.7183754721162684
53,5.634146725104134E18,0.68,0.4,0.08,0.011,10.3,0.32,20.6,8.7,83.0,0.006,0.33,0.23959401687923784,0.06496049468382525,0.1972895903024307,0.0792095826297423,1.5394297520121876
54,5.634146725104134E18,0.68,0.6,0.03,0.004,15.0,0.32,21.5,4.8,80.0,0.04,0.37,0.04331315295195543,0.12580524555955372,0.1972895903024307,0.22258332969986086,0.7622439303216224
55,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,20.6,3.4,115.0,0.049,0.14,0.061323495004942205,0.04934237950392062,0.1972895903024307,0.24450592994383077,0.7977553747748931
56,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.04,0.37,0.05437499796707864,0.04934237950392062,0.1972895903024307,0.22258332969986086,0.7410902893416054
57,5.634146725104134E18,0.69,0.4,0.08,0.011,10.3,0.32,20.6,3.4,83.0,0.006,0.33,0.06264121628216456,0.06496049468382525,0.1972895903024307,0.0792095826297423,0.6546657490268211
58,5.634146725104134E18,0.68,0.6,0.03,0.014,14.1,0.12,20.6,3.4,83.0,0.049,0.14,0.05299233856513899,0.12580524555955372,0.1972895903024307,0.26226218566509385,0.8503187143527732
59,5.634146725104134E18,0.69,0.6,0.03,0.004,15.0,0.32,21.5,4.8,80.0,0.04,0.37,0.047132808436527694,0.12580524555955372,0.1972895903024307,0.22258332969986086,0.7813422077444837
60,5.634146725104134E18,0.69,0.4,0.08,0.011,10.3,0.32,20.6,3.4,83.0,0.049,0.14,0.06612491660808223,0.06496049468382525,0.1972895903024307,0.26226218566509385,0.855136853691761
61,5.634146725104134E18,0.69,0.6,0.04,0.014,17.8,0.1,20.6,3.4,83.0,0.006,0.33,0.05226013688100824,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5871422368411348
62,5.634146725104134E18,0.69,0.4,0.08,0.011,10.3,0.32,20.6,3.4,83.0,0.04,0.37,0.05840176916581126,0.06496049468382525,0.1972895903024307,0.21432047974271645,0.7685794105580288
63,5.634146725104134E18,0.68,0.6,0.08,0.011,10.3,0.32,20.6,3.4,83.0,0.006,0.33,0.11892223771502526,0.14869756702096634,0.1972895903024307,0.0792095826297423,1.0198079285282657
